ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.3586 7.65452 3579.99 0.369739 
16.9478 7.56001 4247.97 0.459226 
17.5285 7.64721 5550.96 0.217264 
18.112 7.53106 5248.72 0.347916 
18.663 7.65391 7337.28 0.19224 
19.1451 8.01943 8846.23 0.10241 
19.8248 8.55781 7467.11 0.291327 
27.252 7.26989 0 4.05641 
31.6721 8.57161 2.3711 3.99447 
34.0106 8.10174 0 4.00573 
36.4187 7.25477 3.03273 3.99033 
14.5603 8.7145 684.603 0.798427 
15.8278 8.00531 2735.73 0.246368 
15.9169 8.68704 2453.6 0.351345 
16.5382 8.31105 2426.97 0.227068 
17.1803 8.18374 3807.03 0.30072 
17.9185 8.12522 5593.41 0.295689 
18.4875 8.21517 7075.55 0.23441 
18.9583 8.51044 8480.47 0.19322 
19.4386 8.84841 8735.27 0.34589 
26.9222 8.73646 13.8873 3.94504 
30.245 7.88093 0 4.02028 
32.5241 9.34434 5.30703 3.99924 
34.3315 9.37272 22.5436 3.98105 
36.9264 8.26321 10.6784 3.98391 
38.0538 8.33817 5.85095 4.00841 
14.6854 9.46442 954.513 0.137407 
15.3113 9.09791 1896.44 0.521766 
16.482 8.99972 3858.18 0.583967 
17.0621 8.82506 4415.14 0.416307 
17.6312 8.63108 5492.15 0.356497 
18.2681 8.75065 5364.2 0.349752 
18.8257 9.04377 6605.71 0.363023 
19.4429 9.38642 5699.59 0.848837 
25.5458 8.49052 0 4.00172 
29.9089 9.90353 15.1541 4.02241 
30.9717 9.57257 10.0265 4.00644 
33.4863 9.94033 24.7982 3.98991 
34.9895 7.39726 0 3.99909 
39.113 7.93192 106.779 3.99499 
38.9886 9.04677 242.232 1.45533 
15.4129 9.76246 2068.23 0.462856 
15.9886 9.40085 2936.05 0.750363 
16.7192 9.60475 3285.88 0.75157 
17.3074 9.38916 4679.56 0.433959 
17.8653 9.18574 5953.15 0.432046 
18.4503 9.43946 6319.53 0.372605 
19.0434 9.73475 6988.87 0.710385 
24.7188 10.0362 6.39592 3.89728 
27.7348 9.3148 18.8421 4.09089 
30.8746 10.6747 37.949 4.04882 
31.7738 10.3938 39.7321 4.03076 
33.8093 11.0405 20.9652 4.05133 
37.3745 9.3295 22.4708 4.02806 
38.3973 9.55994 629.979 3.85409 
39.7414 8.46433 124.069 2.467 
14.7659 10.1882 933.963 0.557212 
16.1947 10.0012 3233.82 0.682259 
16.8494 10.252 3731.73 0.486235 
17.4177 9.98392 5035.05 0.260323 
17.9804 9.76829 6759.83 0.326423 
18.635 10.0537 7887.85 0.60033 
22.881 9.26095 0 3.8692 
25.9551 10.1838 6.41009 3.9967 
28.7748 10.1808 11.7661 4.10796 
31.0095 11.8098 6.39389 3.93308 
32.7506 10.6762 22.9355 4.00591 
36.3429 9.25143 27.8725 4.0099 
37.5888 10.4252 68.2705 3.97752 
38.9537 9.9636 1343.93 1.30021 
39.7295 9.65424 110.079 3.49887 
15.6422 10.3878 2258.93 0.433563 
16.3125 10.6373 3467.85 0.30856 
16.885 10.9108 4524.02 0.0382115 
17.4246 10.5938 5203 0.404479 
17.9959 10.3144 6909.47 0.31418 
18.5552 10.5516 8376.87 0.4981 
19.6216 10.0693 2021.82 2.92735 
23.6224 10.6044 0 4.0399 
26.4875 11.3009 0 3.97454 
29.849 11.0193 20.0716 4.00027 
33.126 11.8119 31.326 4.13364 
35.344 9.3413 24.6377 4.00251 
36.5428 10.354 16.9229 3.96329 
39.1016 11.4845 797.409 2.48195 
39.6419 11.1247 798.04 2.92772 
15.0245 10.8335 1314.64 0.198126 
15.7317 11.0534 2666.62 0.165483 
16.3497 11.2976 3811.62 0.344996 
17.4286 11.2123 5772.7 0.32883 
17.9912 10.8788 6888.24 0.209067 
18.5384 11.0705 8516.65 0.367906 
19.299 10.6193 2740.81 1.18824 
20.2632 10.4343 419.792 4.00444 
23.5731 12.0262 0 3.89515 
27.7648 10.4011 14.0911 3.94732 
32.1144 11.7124 14.9662 3.93237 
34.9265 10.9893 6.08958 4.00233 
37.14 11.5344 5.25725 4.00302 
38.4136 10.7138 1444.88 0.495697 
38.9938 10.6082 2215.4 3.46018 
15.1999 11.5043 1865.8 0.499818 
15.8675 11.7177 3116.37 0.128234 
16.9162 11.5764 4715.2 0.696815 
17.4424 11.852 5708.13 0.270851 
17.9513 11.464 6997.73 0.261434 
17.9771 12.0711 6840.75 0.162191 
18.4915 11.6199 8368.19 0.284322 
19.1037 11.1656 7451.56 0.726262 
20.2847 11.2279 440.538 4.00969 
25.2348 10.9675 12.806 4.17814 
28.8789 11.3173 13.9925 3.97492 
32.8801 13.5258 0 3.99998 
36.0257 11.2932 15.5991 3.98354 
38.2458 11.822 43.0469 4.01163 
38.1778 12.9388 6.46458 4.02083 
14.6609 12.0369 506.827 0.245958 
15.3759 12.1792 2270.9 0.398382 
16.4501 12.0055 3503.01 0.590522 
17.0148 12.3075 4145.56 0.193479 
17.602 12.5344 5027.22 0.20303 
17.7135 13.1572 4569.5 0.447225 
18.2043 12.714 4905.12 0.0979993 
18.5206 12.1837 8556.54 0.187032 
19.0179 11.7858 7432.32 0.418365 
19.5185 11.4626 8256.7 0.724637 
24.8591 12.6411 0 4.04925 
29.6683 12.9227 0 4.04614 
34.0833 12.1641 12.9036 4.03888 
35.2865 12.1033 7.95708 3.96333 
37.1355 13.3712 6.17486 3.99651 
14.9998 13.4381 805.574 0.666985 
15.3727 12.8517 1766.53 0.567815 
15.9913 12.4743 2742.03 0.177843 
15.9299 13.2488 1819.81 0.0690695 
16.5417 12.7681 3732.62 0.219186 
17.1143 12.953 4465.64 0.305136 
16.8587 14.1503 2984.02 0.174655 
17.2401 13.6031 3266.8 0.508023 
18.2505 13.4215 5679.62 0.114319 
18.6854 13.067 7456 0.0759791 
18.9058 12.5315 8820.57 0.160069 
19.3501 12.225 8946.89 0.370026 
28.2288 12.2851 0 3.98413 
34.5879 13.2944 0 4.00043 
36.1972 12.7477 6.66496 4.00353 
15.6733 14.6282 413.409 0.367285 
16.2277 14.0149 2106.84 0.200361 
16.4455 14.7489 1179.57 0.782482 
17.8363 15.1181 2245.92 0.740105 
16.5972 13.4231 2671.11 0.535037 
17.1434 14.9784 1705.77 0.718509 
17.4262 14.3604 3682.06 0.43964 
18.0155 14.4984 4194.94 0.34183 
17.8473 13.8607 4176.28 0.252717 
18.4777 14.0428 4030.84 0.404014 
18.9296 13.6078 4972.22 0.2021 
19.2596 12.9864 6731.71 0.118925 
19.5152 13.6086 5470.66 0.0388278 
19.7878 12.4975 5213.03 0.349069 
19.8264 11.8564 5722.06 0.605254 
15.5799 13.8484 1520.05 0.138172 
16.6171 15.4717 651.871 0.360769 
17.4213 15.703 877.993 0.479508 
18.123 15.909 1183.14 0.823849 
18.4575 15.3475 2580.2 0.445811 
18.8196 16.3084 738.373 1.20111 
19.0494 15.6545 2380.61 0.880748 
19.5835 16.1616 632.369 0.548342 
18.6072 14.6876 3705.18 0.304582 
19.1453 14.9845 3497.39 0.338493 
19.6712 15.4024 1853.16 0.326909 
19.125 14.2468 3235.95 0.185137 
19.7122 14.7333 2938.68 0.234144 
19.7356 14.1344 3860.9 0.0616972 
19.7885 13.1053 4998.67 0.135859 
ITEM: TIMESTEP
59000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.0131 5.04587 911.734 0.298118 
17.1477 4.24763 686.852 0.238072 
17.8606 4.23328 1259.7 0.2492 
18.012 4.93886 2752.53 0.380256 
18.4369 3.77046 931.039 0.647488 
18.5238 4.5194 2395.53 0.405863 
19.0582 4.0706 1779.91 0.907963 
19.682 4.48735 1523.52 0.0686296 
19.5489 3.58954 503.981 0.295199 
19.1428 4.81607 3121.42 0.40313 
19.2089 5.50864 4753.55 0.628023 
19.7258 5.18662 2448.94 0.487488 
19.7394 5.86484 3365.93 0.204739 
19.2363 6.17402 6068.28 0.244094 
19.7472 6.51098 4075.77 0.111812 
14.7089 7.20668 952.379 1.04007 
14.7764 6.37351 661.782 0.481823 
16.7016 4.84198 1089.94 0.250278 
17.3791 5.05118 1868.95 0.4523 
16.8834 5.61408 2067.86 0.328174 
17.5031 5.74641 3302.48 0.486408 
18.1026 5.60495 4011.04 0.235544 
18.6332 5.21785 3723.96 0.473893 
17.6342 6.42111 4770.81 0.189398 
18.1859 6.20687 5351.44 0.609529 
18.7119 5.85495 5193.02 0.122978 
18.7243 6.4948 6382.81 0.0165528 
19.2521 6.80056 7280.12 0.0108401 
19.7522 7.1633 4071.97 0.122788 
19.876 8.04878 7698.61 0.178079 
15.309 6.83133 2067.16 0.519357 
15.4196 5.94594 845.47 0.753685 
15.8759 6.4866 2443.4 0.267421 
16.1252 5.70468 1711.23 0.889729 
16.4701 6.27397 3333.9 0.128306 
16.4193 6.96118 2865.71 0.377709 
17.0698 6.27054 4385.37 0.139547 
17.0507 6.91737 3764.4 0.230316 
17.6388 7.05181 5324.91 0.28489 
18.1767 6.83497 5831.29 0.208384 
18.6907 7.07135 7941.85 0.0581198 
19.1676 7.35969 9736.04 0.0249829 
19.5453 7.71563 12502.2 0.0532583 
29.4248 9.10787 9.70083 3.94523 
33.0049 7.9324 0 3.99674 
14.6524 7.9865 912.77 0.529647 
15.2623 8.4102 1773.42 0.0586616 
15.2821 7.63706 2018.4 0.561352 
15.8363 7.25054 2698.92 0.376581 
16.3749 7.6552 3580.43 0.293626 
16.965 7.55791 4297.2 0.221474 
17.5426 7.64679 5870.68 0.349458 
18.1226 7.5229 5427.17 0.17377 
18.6704 7.6508 7603.34 0.111863 
19.1436 8.0192 8751.18 0.116515 
19.8382 8.57833 6559.49 0.699131 
27.4546 7.26492 0 4.05092 
31.8718 8.57094 2.35085 3.99397 
34.2108 8.10158 0 4.00518 
36.6182 7.25378 3.00235 3.99044 
14.5616 8.75237 738.109 0.700744 
15.8455 8.00663 2659.52 0.4928 
15.9319 8.67515 2425.99 0.422127 
16.5486 8.30535 2485.54 0.249971 
17.1942 8.17289 3924.42 0.392931 
17.9307 8.12056 5645.95 0.232416 
18.4964 8.21195 7133.6 0.18058 
18.9657 8.51462 8077.89 0.206726 
19.4475 8.87461 8179.72 0.759009 
27.1193 8.73199 12.3482 3.94306 
30.446 7.87945 0 4.01834 
32.724 9.3445 5.31323 3.99884 
34.5305 9.37058 22.3488 3.98119 
37.1256 8.26335 10.6855 3.98471 
38.2541 8.33852 14.9046 4.0057 
14.6926 9.46246 966.369 0.177946 
15.3392 9.08614 1815.92 0.664049 
16.5112 9.00359 3866.29 0.552648 
17.0689 8.80508 4510.84 0.378654 
17.6462 8.62886 5408.42 0.262246 
18.2843 8.75013 5430.44 0.325444 
18.8391 9.05636 6544.56 0.414434 
19.4655 9.41716 6022.95 0.726847 
25.7458 8.48809 0 4.00153 
30.11 9.90346 14.5724 4.02156 
31.172 9.57034 9.899 4.00718 
33.6858 9.93976 24.558 3.98976 
35.1895 7.39714 0 3.99918 
39.3052 7.9247 1513.26 2.88716 
38.9622 9.09439 1033.28 0.637682 
15.4345 9.77225 1882.33 0.48188 
16.0178 9.38512 2670.32 0.53297 
16.7522 9.62441 3227.81 0.746198 
17.3254 9.37785 4471.16 0.435347 
17.8873 9.17923 6027.77 0.471426 
18.4669 9.44628 6380.31 0.386761 
19.076 9.75306 6775.67 0.725603 
24.9139 10.0381 5.83283 3.90511 
27.9393 9.31763 17.4303 4.08938 
31.0765 10.6746 37.4848 4.02883 
31.9755 10.3921 39.6013 4.03978 
34.0119 11.0391 20.9123 4.05051 
37.5758 9.32842 28.3353 4.0254 
38.5471 9.56217 3030.82 1.57171 
39.6203 8.41014 1534.34 1.95189 
14.7946 10.1838 955.821 0.603346 
16.2195 10.0229 3074.58 0.596957 
16.8659 10.2646 3853.21 0.352068 
17.426 9.98127 4827.43 0.183623 
17.9993 9.76354 6700.51 0.441581 
18.6589 10.071 7424.16 0.611123 
23.0746 9.25292 0 3.88132 
26.155 10.1842 6.6771 3.99983 
28.9801 10.1787 12.9685 4.10299 
31.2062 11.8141 6.2697 3.93724 
32.9509 10.6793 22.7161 4.00673 
36.5434 9.24951 27.7318 4.01073 
37.7854 10.4243 393.721 3.84057 
38.9349 9.94907 2573.6 1.09949 
39.8016 9.57692 45.2579 1.64917 
15.6604 10.3938 2393.93 0.332395 
16.3086 10.6531 3586.76 0.377532 
16.8836 10.9119 4467.27 0.056014 
17.4454 10.5926 5234.28 0.407661 
18.0128 10.31 6658.75 0.421307 
18.5792 10.5732 8875.77 0.623451 
19.7851 10.0342 1276.94 3.69737 
23.8242 10.6101 0 4.03595 
26.6863 11.3043 0 3.97691 
30.0491 11.0223 19.6607 4.00428 
33.3322 11.8145 30.6267 4.11689 
35.5441 9.34129 24.4195 4.00124 
36.741 10.3533 16.9662 3.96391 
39.0479 11.5909 795.622 2.13762 
39.7639 11.0893 299.496 1.69806 
15.0336 10.839 1315.15 0.222508 
15.7302 11.0575 2560.44 0.0476361 
16.3558 11.3119 3798.04 0.311588 
17.4358 11.2004 5774.89 0.248237 
18.0039 10.8765 6872.82 0.346723 
18.5609 11.068 9568.04 0.528234 
19.3529 10.5623 1774.14 1.97198 
20.4668 10.4142 221.515 4.16243 
23.7669 12.0472 0 3.90292 
27.9622 10.4019 13.3802 3.94686 
32.3111 11.7126 13.7648 3.93416 
35.1266 10.9888 6.20311 4.0027 
37.3401 11.5344 5.29625 4.00278 
38.4156 10.74 574.771 0.597915 
39.1892 10.615 764.318 4.12175 
15.1778 11.5185 1713.33 0.5234 
15.8638 11.7302 3062.74 0.397995 
16.9372 11.5725 4821.48 0.183674 
17.4561 11.8486 5783.94 0.25312 
17.9634 11.4565 6863.39 0.340542 
17.9846 12.0641 6844.41 0.281712 
18.508 11.6131 8358.62 0.423929 
19.1119 11.1419 7014.28 0.590399 
20.4777 11.2916 153.818 4.09971 
25.4432 10.9709 12.5099 4.16032 
29.0775 11.3187 13.7843 3.97022 
33.0801 13.5265 0 3.99998 
36.2249 11.2942 15.5039 3.98515 
38.4436 11.8231 727.56 3.80148 
38.3789 12.9396 6.43999 4.02041 
14.653 12.0474 544.787 0.284598 
15.3646 12.1951 2255.84 0.387084 
16.448 11.9845 3608.3 0.255251 
17.0071 12.2956 3898.37 0.348043 
17.6044 12.5265 4911.32 0.152547 
17.6985 13.1491 4467.93 0.176218 
18.2004 12.7132 4710.14 0.143397 
18.5299 12.176 8437.08 0.296162 
19.0346 11.7777 7434.99 0.310031 
19.5301 11.439 7973.81 0.495292 
25.0611 12.6538 0 4.04383 
29.8705 12.9257 0 4.0417 
34.2853 12.1657 13.3746 4.04238 
35.4847 12.1039 7.87954 3.96323 
37.3353 13.3723 6.12424 3.99673 
14.966 13.4462 612.424 0.701372 
15.3911 12.8685 1794.54 0.425158 
15.981 12.4665 2814.69 0.341268 
15.9438 13.2454 1821.8 0.503991 
16.5297 12.755 3397.29 0.45444 
17.1107 12.9536 4243.98 0.112994 
16.8519 14.1552 2974.06 0.158287 
17.2235 13.6069 3420.99 0.195262 
18.2446 13.4238 5250.7 0.109399 
18.6867 13.0617 7108.52 0.179293 
18.912 12.5238 8700.65 0.237478 
19.3586 12.2111 9111.35 0.257305 
28.428 12.2901 0 3.98552 
34.788 13.2945 0 4.00039 
36.3974 12.748 6.5975 4.00337 
15.6935 14.6218 436.819 0.477118 
16.227 14.0236 2201.78 0.173967 
16.481 14.7563 1205.51 0.667698 
17.8529 15.147 2298.28 0.592787 
16.6063 13.4486 2712.48 0.463612 
17.177 14.9874 1761.03 0.66018 
17.4378 14.3731 3558.57 0.202641 
18.022 14.5147 4047.17 0.417833 
17.8347 13.8552 3881.62 0.345355 
18.4844 14.0557 3887.44 0.192499 
18.9219 13.6089 4807.57 0.11137 
19.2624 12.9782 6824.31 0.224549 
19.5111 13.6049 5328.23 0.168997 
19.7915 12.4854 5219.24 0.190298 
19.831 11.8381 5603.77 0.25632 
15.5781 13.8559 1368.79 0.204358 
16.6275 15.4883 585.53 0.414449 
17.4173 15.7263 813.974 0.46977 
18.1469 15.8882 1147.52 0.476996 
18.4825 15.3244 2958.99 0.872785 
18.8333 16.3659 699.46 1.16156 
19.0375 15.6943 2247.4 0.752297 
19.5601 16.1582 860.165 0.355821 
18.6125 14.696 4085.32 0.133619 
19.1437 15 3433.69 0.309436 
19.6729 15.4199 1637.1 0.351473 
19.1215 14.256 3269.38 0.2043 
19.7034 14.728 2826.91 0.368349 
19.7299 14.1293 3888.41 0.239524 
19.7846 13.0959 5049.25 0.253219 
ITEM: TIMESTEP
59500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.0224 5.03303 892.381 0.374526 
17.1553 4.25796 709.013 0.275639 
17.8704 4.22734 1219.18 0.221592 
18.0002 4.92998 2943.95 0.212969 
18.454 3.74353 684.67 0.619022 
18.5248 4.53353 2512.08 0.125936 
19.0988 4.05907 1721.85 0.759726 
19.6816 4.47943 1550.73 0.309791 
19.5547 3.57515 631.111 0.37449 
19.127 4.80808 3447.49 0.27789 
19.2053 5.48314 4727.23 0.390321 
19.7035 5.16992 2788.22 0.492639 
19.7375 5.85327 3241.72 0.285507 
19.2398 6.16466 5846.77 0.209593 
19.7521 6.50816 3832.08 0.0993502 
14.7297 7.2471 1158.09 0.754918 
14.7926 6.38628 571.876 0.355201 
16.7095 4.83583 1125.18 0.194196 
17.3864 5.07122 1985.31 0.447018 
16.8854 5.60313 1957.49 0.344778 
17.523 5.76894 3209.75 0.669825 
18.1135 5.58636 3906.91 0.582734 
18.6297 5.19548 3939.09 0.392549 
17.6369 6.4287 4983.41 0.218568 
18.1698 6.2133 5285.62 0.149415 
18.7063 5.86041 4872.29 0.294492 
18.7218 6.48469 6064.42 0.313866 
19.2509 6.79764 6876.75 0.115183 
19.7494 7.16481 3939.47 0.00878291 
19.8745 8.06592 7041.47 0.443649 
15.3204 6.85521 2086.94 0.535752 
15.4533 5.92983 836.549 0.742009 
15.8666 6.4829 2383.05 0.135412 
16.167 5.69097 1762.33 0.867708 
16.4739 6.27936 3374.1 0.113222 
16.4086 6.9585 2892.67 0.0650841 
17.0673 6.27388 4401.62 0.0584824 
17.0413 6.91 3681.09 0.212898 
17.6363 7.06606 5272.95 0.233272 
18.1778 6.84304 5810.25 0.194381 
18.6882 7.07713 7822.69 0.172133 
19.1644 7.36418 9581.9 0.177124 
19.5441 7.72252 12062.1 0.28416 
29.6221 9.10455 9.3162 3.94784 
33.2047 7.93217 0 3.99705 
14.6414 8.01134 951.367 0.567114 
15.2669 8.40471 1737.93 0.226862 
15.2645 7.65554 2041.64 0.467638 
15.8427 7.27183 2686.91 0.515297 
16.3878 7.65612 3733.82 0.21968 
16.972 7.5552 4274.72 0.112752 
17.5555 7.64913 6216.51 0.125448 
18.1281 7.52183 5652.81 0.11306 
18.6741 7.65497 7789.02 0.173329 
19.1474 8.02961 8853.4 0.354592 
19.8599 8.60969 6193.23 0.716261 
27.657 7.26042 0 4.04598 
32.0715 8.57029 2.33128 3.99352 
34.4111 8.10143 0 4.00469 
36.8177 7.25281 2.97406 3.99055 
14.5688 8.78198 803.551 0.513791 
15.8694 8.01832 2704.75 0.5246 
15.9526 8.66568 2554.23 0.489643 
16.5627 8.3019 2577.32 0.349905 
17.2114 8.16332 4023.97 0.375881 
17.9411 8.11992 5682.31 0.192575 
18.506 8.21205 7131.8 0.219191 
18.9792 8.52537 7726.81 0.508912 
19.4699 8.9077 8456.11 0.740198 
27.3164 8.72771 11.0078 3.94213 
30.6468 7.87812 0 4.01658 
32.924 9.34464 5.31895 3.99845 
34.7296 9.36845 22.1602 3.98135 
37.3249 8.26342 10.7103 3.98547 
38.4542 8.33863 47 3.99513 
14.7047 9.46505 1014.22 0.339781 
15.3724 9.07814 1754.08 0.694106 
16.5347 8.99625 3747.87 0.416283 
17.0878 8.79449 4721.18 0.498143 
17.6585 8.63237 5450.81 0.270249 
18.3025 8.75126 5405.53 0.406751 
18.8596 9.07074 6389.49 0.603616 
19.5 9.43017 6263.17 0.737483 
25.9459 8.48589 0 4.00136 
30.3111 9.90352 16.1873 4.02099 
31.3724 9.56811 9.75023 4.00787 
33.8853 9.93924 24.3277 3.98958 
35.3894 7.39703 0 3.99926 
39.3523 7.90246 1956.71 1.62111 
38.9876 9.09953 1371.15 1.18602 
15.4575 9.77958 1834.75 0.489707 
16.0368 9.38007 2538.34 0.30966 
16.7825 9.63594 3201.2 0.54398 
17.3447 9.36439 4510.8 0.499883 
17.9098 9.17709 6017.52 0.438364 
18.4857 9.46051 6460.05 0.564592 
19.1067 9.76473 6636.31 0.6297 
25.1093 10.0395 5.33316 3.91235 
28.1437 9.32026 16.1979 4.08716 
31.2775 10.6749 36.6749 4.01093 
32.1777 10.3903 39.0794 4.04766 
34.2144 11.0377 18.7504 4.04987 
37.7767 9.32725 109.628 4 
38.5776 9.5429 2189.28 0.621805 
39.6419 8.37621 1963.81 1.45848 
14.8252 10.1791 1002.85 0.632979 
16.2457 10.0257 2909.76 0.520885 
16.8774 10.2748 3873.46 0.277893 
17.4328 9.96903 4609.35 0.378529 
18.0221 9.76763 6662.28 0.48707 
18.6861 10.0752 7960.38 0.475129 
23.2688 9.24565 0 3.89235 
26.3551 10.1845 6.88486 4.00275 
29.1851 10.1768 14.3341 4.0972 
31.4031 11.8181 6.16751 3.94101 
33.1512 10.6825 22.5497 4.0076 
36.7439 9.24767 27.6335 4.01144 
37.9633 10.4127 1180.75 3.19204 
39.0238 9.97769 1363.65 2.65658 
39.6866 9.50687 240.839 3.36998 
15.6705 10.4032 2442.91 0.220508 
16.2985 10.6696 3532.54 0.351937 
16.8879 10.9144 4431.96 0.159002 
17.4625 10.5828 5021.99 0.400684 
18.0356 10.3141 6565.41 0.474435 
18.6073 10.5645 9056.65 0.600727 
19.9791 10.0009 693.657 4.12256 
24.0258 10.6152 0 4.03241 
26.8852 11.3073 0 3.97906 
30.2493 11.0252 19.2843 4.00789 
33.5377 11.8169 29.9911 4.10069 
35.7441 9.3413 24.1972 4.00007 
36.9392 10.3525 19.0241 3.96383 
39.0692 11.6663 3033.81 2.32211 
39.7674 11.0647 1540.5 0.939203 
15.0438 10.8434 1332.55 0.219309 
15.7313 11.0624 2521.81 0.192941 
16.3674 11.319 3804.94 0.194017 
17.4423 11.1916 5431.74 0.238253 
18.0238 10.879 6745.06 0.414718 
18.5844 11.0647 10345.7 0.370439 
19.4315 10.4861 972.26 2.33313 
20.6766 10.3973 151.363 4.24989 
23.9613 12.0662 0 3.91035 
28.1595 10.4028 12.7474 3.94697 
32.5078 11.7127 12.7895 3.93654 
35.3267 10.9884 6.31587 4.00309 
37.5402 11.5344 7.2095 4.00218 
38.4443 10.7769 1205.78 1.52077 
39.3888 10.6268 1780.84 3.26118 
15.1571 11.5305 1628.99 0.422268 
15.8485 11.7479 2789.3 0.485437 
16.9389 11.5691 4878.59 0.0808052 
17.4661 11.8462 5469.78 0.175415 
17.9821 11.4544 6672.47 0.380155 
18.0028 12.0629 6734.57 0.398845 
18.5266 11.6086 8736.42 0.282932 
19.0977 11.1214 7529.38 0.331459 
20.6748 11.3491 41.7561 4.10655 
25.6508 10.9744 12.218 4.14395 
29.2759 11.3202 13.5183 3.96605 
33.2801 13.5271 0 3.99998 
36.4242 11.2953 15.4104 3.98665 
38.5877 11.8481 3005.44 1.75401 
38.5799 12.9404 7.61134 4.02004 
14.6432 12.0598 588.52 0.35404 
15.3479 12.207 2307.97 0.458994 
16.456 11.983 3687.2 0.232457 
17.0034 12.2805 3901.77 0.235179 
17.597 12.5178 4695.68 0.309797 
17.7011 13.1487 4370.99 0.249469 
18.1977 12.7046 4533.97 0.201113 
18.5431 12.1723 8617.66 0.209432 
19.0402 11.7667 7791.59 0.219837 
19.5165 11.4174 7608.08 0.427577 
25.2628 12.6652 0 4.03905 
30.0725 12.9284 0 4.0377 
34.4875 12.1674 11.6795 4.04564 
35.6828 12.1044 7.79956 3.96318 
37.5352 13.3734 6.07498 3.99694 
14.933 13.4525 500.543 0.633479 
15.3996 12.8854 1675.53 0.377508 
15.9641 12.4562 2898.14 0.430975 
15.9765 13.239 1862.4 0.781772 
16.513 12.7455 3094.68 0.25365 
17.1134 12.957 3835.34 0.0399632 
16.8478 14.1571 3040.08 0.0184201 
17.2306 13.6179 3533.58 0.417738 
18.2435 13.4251 4890.91 0.0659407 
18.6928 13.053 6912.32 0.18946 
18.922 12.5193 9046.39 0.167937 
19.3639 12.2051 9223.74 0.0745393 
28.6273 12.2947 0 3.9868 
34.988 13.2947 0 4.00035 
36.5975 12.7483 6.53076 4.00321 
15.7189 14.6156 492.487 0.56563 
16.2191 14.0304 2190.47 0.258437 
16.5112 14.7591 1230.58 0.544138 
17.8624 15.1717 2173.75 0.474758 
16.6101 13.4628 2712.83 0.123452 
17.2059 14.9941 1836.67 0.513103 
17.4355 14.3781 3446.33 0.133953 
18.0389 14.5263 3772.83 0.334904 
17.8167 13.8611 3791.32 0.347705 
18.4895 14.051 3926.37 0.276608 
18.9185 13.6051 4794.27 0.132047 
19.2643 12.9669 7159.61 0.197052 
19.5079 13.5953 5265.41 0.241004 
19.7966 12.4838 5267.32 0.00922071 
19.818 11.8325 5297.11 0.184728 
15.5666 13.8609 1200.65 0.316369 
16.639 15.5058 527.543 0.415217 
17.4107 15.7484 745.67 0.451082 
18.1673 15.886 950.926 0.408675 
18.5178 15.2964 3123.28 0.834934 
18.8386 16.4221 587.587 1.09199 
19.0249 15.7246 2174.87 0.575081 
19.5509 16.1574 983.503 0.0407384 
18.6229 14.6854 4550.32 0.539859 
19.1437 15.0175 3660.36 0.402437 
19.6693 15.4358 1599.29 0.302149 
19.1166 14.2622 3351.22 0.0742121 
19.6817 14.7336 2777.67 0.434241 
19.7252 14.1195 3666.09 0.164726 
19.783 13.0839 5224.43 0.19951 
ITEM: TIMESTEP
60000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
16.0239 5.01198 762.805 0.460745 
17.1639 4.27005 724.134 0.31964 
17.8804 4.22166 1200.77 0.242407 
17.9934 4.92412 2957.4 0.1927 
18.4679 3.71805 534.322 0.536607 
18.5307 4.52432 2486.3 0.469818 
19.1289 4.06791 1822.25 0.517516 
19.6756 4.46009 1752.66 0.462234 
19.5704 3.5584 575.838 0.527017 
19.1239 4.79787 3479.28 0.222052 
19.187 5.47885 4458.43 0.468958 
19.6996 5.14995 2530.31 0.4243 
19.7323 5.83729 3046.8 0.376603 
19.2332 6.15436 5637.37 0.278597 
19.7499 6.5037 3679.26 0.120702 
14.7323 7.27611 1134.74 0.464724 
14.807 6.39355 492.852 0.306787 
16.7202 4.83847 1222.67 0.259368 
17.3802 5.09623 2020.44 0.591116 
16.8748 5.58746 1982.83 0.338393 
17.5432 5.79418 3039.74 0.587617 
18.1241 5.56109 4106.4 0.419485 
18.6168 5.18655 4173.57 0.263329 
17.6337 6.44162 4961.8 0.268164 
18.1791 6.21556 5219.92 0.260403 
18.6886 5.85634 5117.09 0.434132 
18.7172 6.47647 6005.69 0.0807861 
19.2497 6.79155 6486 0.109444 
19.7474 7.16448 3704.64 0.115224 
19.8737 8.08619 7257.03 0.32833 
15.3282 6.8809 1998.95 0.539045 
15.4823 5.90659 758.775 0.752349 
15.863 6.48733 2280.61 0.171112 
16.2069 5.68437 1885.65 0.712715 
16.471 6.28512 3405.98 0.182888 
16.4108 6.96031 2925.12 0.145196 
17.0663 6.2761 4342.28 0.0314861 
