ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
4.91759 16.9847 0 3.26717 
6.23133 16.8783 4.18197 3.28751 
7.47131 16.9324 11.7319 3.26448 
8.69494 16.7897 12.5452 3.24027 
10.0286 16.6333 20.9156 3.27463 
11.3254 16.6044 7.4979 3.29333 
12.4482 16.5633 9.55556 3.25383 
13.6583 16.4503 4.11831 3.23904 
14.9817 16.3843 8.80935 3.26337 
16.067 16.1757 11.974 3.26708 
17.1507 16.0357 6.90191 3.27157 
18.2889 15.8482 46.2273 3.27689 
19.1827 15.7758 43.9475 3.30609 
2.29456 18.2218 3.15332 3.26716 
3.66137 18.1551 2.54396 3.3051 
4.87789 18.1885 0 3.26542 
6.11928 18.1237 0 3.25314 
7.51189 17.9436 11.7319 3.31504 
8.7015 17.9124 3.26333 3.28835 
9.98397 17.9457 0 3.27576 
11.205 17.7777 0 3.2881 
12.4011 17.6647 4.12952 3.27873 
13.5847 17.6917 0 3.23694 
14.8188 17.531 4.46242 3.26716 
15.9624 17.3867 7.15507 3.27117 
17.0389 17.2258 15.0724 3.28328 
18.0613 17.1674 21.623 3.26623 
19.0755 17.1442 11.4021 3.25176 
ITEM: TIMESTEP
9000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
2.44548 1.47686 4.76693 3.35556 
3.72975 1.44881 0 3.34889 
5.02181 1.5007 6.51319 3.34519 
6.14105 1.54465 5.67626 3.30557 
7.50222 1.59368 8.18819 3.31979 
8.75623 1.70935 0 3.33757 
10.0537 1.81317 4.01486 3.35578 
11.2484 1.92403 3.16969 3.3503 
12.5113 1.95383 2.73271 3.35003 
13.7638 2.11777 6.13935 3.37704 
14.915 2.20976 11.2265 3.35933 
16.0066 2.33333 11.9551 3.36051 
17.0557 2.31809 10.2572 3.31532 
18.1876 2.46701 41.6393 3.31047 
19.091 2.54946 39.0182 3.35235 
2.49529 2.56575 9.13815 3.34927 
3.65242 2.61064 2.16527 3.298 
5.06387 2.62568 8.62326 3.33555 
6.19325 2.69581 5.25757 3.29539 
7.58475 2.63366 8.18819 3.32042 
8.91262 2.8617 2.18704 3.36008 
10.1338 2.91512 6.71473 3.34544 
11.4265 3.03506 11.0923 3.3585 
12.5512 3.09112 10.7415 3.32074 
13.8753 3.21963 10.6479 3.35808 
14.9749 3.30007 13.1357 3.32838 
16.0345 3.58755 12.3357 3.34554 
17.1802 3.63059 7.54655 3.33051 
18.2248 3.9226 36.6725 3.36122 
19.1935 3.90483 19.2691 3.36367 
2.50754 3.72209 2.20594 3.33536 
3.82486 3.77054 0 3.34484 
5.05968 3.77034 2.52876 3.32036 
6.42194 3.89025 2.28288 3.35612 
7.57403 3.83404 2.28288 3.29658 
8.93685 4.01859 28.3436 3.31472 
10.2363 4.04953 6.47415 3.34804 
11.4773 4.12354 7.45137 3.34402 
12.7223 4.16571 7.34802 3.33202 
13.8522 4.3606 8.38998 3.31466 
15.1212 4.45724 6.06926 3.32165 
16.2138 4.6501 12.0392 3.33378 
17.4159 4.8457 54.5186 3.28828 
18.2953 4.92784 90.5709 3.36173 
19.2157 5.11557 27.0284 3.34036 
2.59138 4.92067 0 3.3586 
3.80186 4.93548 2.75927 3.32252 
5.20971 4.95442 2.38436 3.36301 
6.3551 5.05414 5.63383 3.31878 
7.72426 5.09493 2.18776 3.34719 
9.02932 4.95622 26.1565 3.35772 
10.2968 5.15806 3.77428 3.34616 
11.5588 5.2608 11.5522 3.33727 
12.8046 5.38012 5.03654 3.33882 
14.0413 5.46674 10.8889 3.33198 
15.4451 5.56506 11.9885 3.37845 
16.5222 5.74569 29.267 3.33811 
17.5593 5.958 33.8156 3.31702 
18.59 6.23566 91.0375 3.28964 
19.4326 6.36249 78.8346 3.3469 
2.57638 6.20173 6.55403 3.34916 
3.92235 6.06624 2.75927 3.36027 
5.17024 6.14482 2.76402 3.34325 
6.37061 6.17711 8.5648 3.30475 
7.73857 6.25196 5.12015 3.33816 
9.03061 6.17141 0 3.32944 
10.409 6.35067 15.1821 3.37018 
11.6673 6.29124 12.2878 3.35815 
12.966 6.45333 9.82654 3.37072 
14.1499 6.51074 33.1811 3.31556 
15.4696 6.64938 33.4804 3.34613 
16.6222 6.73114 37.3394 3.32018 
17.7441 6.91784 50.2991 3.29881 
18.8482 7.26145 303.98 2.84784 
19.6217 7.52664 946.191 2.90244 
2.56387 7.26417 12.3116 3.33581 
3.80764 7.30751 3.26348 3.31211 
5.19124 7.28164 5.61101 3.34503 
6.50553 7.24928 5.31533 3.35122 
7.8079 7.38175 8.60696 3.35453 
9.13354 7.4172 10.9481 3.36544 
10.332 7.3373 17.8799 3.32418 
11.6255 7.40964 18.5845 3.32156 
13.0491 7.53977 11.706 3.3797 
14.3181 7.43978 32.0082 3.37703 
15.5282 7.58968 86.7824 3.31696 
16.8288 7.6872 107.568 3.29612 
18.1264 7.79155 241.124 3.27875 
19.167 7.99113 1325.69 2.16555 
19.8585 8.28297 801.574 3.3686 
2.54148 8.33766 5.75756 3.32533 
3.85119 8.42937 3.26348 3.32738 
5.10392 8.41273 2.84699 3.30827 
6.54563 8.5427 3.15933 3.36462 
7.78811 8.45655 5.67457 3.34173 
9.07605 8.43362 10.9481 3.33602 
10.4951 8.46467 6.7358 3.37281 
11.5974 8.39886 19.2228 3.31681 
13.0619 8.59756 9.3596 3.36766 
14.2051 8.4979 8.87694 3.3126 
15.6166 8.45361 60.6088 3.3652 
16.9872 8.50528 90.242 3.41138 
18.1499 8.56986 166.903 3.34297 
19.3157 8.7159 686.844 2.62692 
20.8486 8.81763 50.5281 3.78945 
2.6421 9.73662 0 3.36479 
3.91142 9.88781 2.91193 3.35175 
5.13828 9.67058 0 3.32227 
6.56617 9.66801 3.15933 3.37299 
7.83416 9.64491 0 3.36035 
9.0537 9.80841 2.10419 3.32831 
10.4422 9.83011 0 3.36341 
11.6263 9.80305 0 3.31745 
12.9434 9.81692 0 3.32426 
14.2146 9.73413 0 3.31274 
15.5506 9.78263 0 3.32703 
16.8157 9.81263 2.338 3.31294 
18.0474 9.83284 0 3.28631 
19.5021 9.85378 6.43012 3.34755 
20.6913 9.69376 50.5785 3.29604 
2.63064 11.048 0 3.36031 
3.85543 11.0189 2.91193 3.32859 
5.22471 11.0001 0 3.35641 
6.58377 11.0917 2.41751 3.38008 
7.76645 11.0265 0 3.33329 
9.02406 10.9685 2.10419 3.31665 
10.3934 11.0136 2.69242 3.34403 
11.6573 11.1317 4.06191 3.32979 
13.05 11.0075 0 3.36641 
14.2797 11.1101 8.00304 3.33844 
15.5391 11.0045 3.9873 3.32226 
16.9246 10.9589 5.4865 3.35704 
18.1383 10.9911 55.1104 3.31385 
19.5106 10.956 473.197 3.4719 
20.8868 10.8005 157.059 4.05493 
2.57998 12.3433 2.09754 3.33999 
3.83987 12.2535 0 3.32372 
5.02285 12.2657 6.37482 3.27671 
6.36377 12.219 2.41751 3.29398 
7.75616 12.2016 2.29693 3.33141 
9.10776 12.2068 6.57641 3.35377 
10.3803 12.1528 8.05315 3.34292 
11.6503 12.2355 14.7514 3.32972 
12.9262 12.1903 10.3251 3.32121 
14.2877 12.1553 23.0061 3.34686 
15.6102 12.1076 48.0407 3.37042 
16.7604 12.0726 70.7821 3.32593 
18.2454 11.8613 120.605 3.38383 
19.2384 11.6111 1476.26 2.36088 
20.2683 11.2853 334.943 3.03917 
2.59328 13.5039 7.64681 3.34888 
3.88812 13.459 0 3.34543 
5.12512 13.3257 6.37482 3.3267 
6.41499 13.4127 7.95541 3.3224 
7.74903 13.3545 2.29693 3.33533 
8.9858 13.262 6.57641 3.31346 
10.3692 13.2326 8.05139 3.35046 
11.609 13.2548 17.5145 3.32504 
12.947 13.2133 14.7752 3.34332 
14.2738 13.1458 26.5494 3.3611 
15.5037 13.0027 61.2769 3.33496 
16.6823 12.931 135.995 3.33443 
17.8333 12.6925 65.5054 3.29883 
19.0407 12.3776 306.692 2.93427 
19.754 11.9573 1137.98 1.64784 
2.56578 14.5805 5.54927 3.34648 
3.87441 14.6558 9.02022 3.34779 
5.19453 14.5656 2.75162 3.3531 
6.32651 14.4547 10.707 3.3049 
7.69916 14.5249 6.77387 3.32897 
9.0659 14.4725 0 3.35614 
10.3733 14.3719 2.69066 3.3692 
11.5733 14.3132 9.77874 3.33639 
12.8495 14.3049 12.9476 3.33566 
14.2205 14.1579 14.0967 3.37098 
15.4074 13.9653 19.5789 3.35484 
16.6192 13.7835 76.87 3.29235 
17.7107 13.6146 62.3689 3.32944 
18.6861 13.3744 125.786 3.25085 
19.4892 13.177 131.969 3.33707 
2.55239 15.8236 0 3.34801 
3.91696 15.6897 9.02022 3.37966 
5.1096 15.7377 0 3.33817 
6.29586 15.7327 4.82594 3.29733 
7.68673 15.5845 6.77387 3.34336 
9.01488 15.7137 13.0737 3.34862 
10.1555 15.6078 26.3271 3.32018 
11.4348 15.436 8.04174 3.31716 
12.7488 15.34 11.0879 3.32998 
13.9719 15.2744 7.31992 3.32837 
15.2788 15.1563 3.05236 3.35255 
16.4776 14.9796 12.5813 3.34551 
17.442 14.6008 36.7098 3.36104 
18.4175 14.4363 112.296 3.30214 
19.2532 14.4131 87.4403 3.35789 
2.60998 17.0585 3.50365 3.37722 
3.8328 16.9586 2.86986 3.35684 
5.07307 16.9291 0 3.33691 
6.38606 16.8179 4.82594 3.35452 
7.62291 16.8671 13.3403 3.33752 
8.84327 16.7203 14.3803 3.30976 
10.1757 16.5579 23.8228 3.33674 
11.4686 16.5199 8.58344 3.35739 
12.5843 16.4707 10.8558 3.32727 
13.7866 16.3486 4.76961 3.30941 
15.1013 16.2708 10.0055 3.33092 
16.1728 16.049 13.8321 3.33457 
17.238 15.8953 8.69143 3.34187 
18.347 15.6935 59.3555 3.32988 
19.2182 15.6124 56.2567 3.38285 
2.44899 18.1634 3.50365 3.33593 
3.81602 18.0923 2.86986 3.3706 
5.02932 18.1228 0 3.33532 
6.26791 18.0533 0 3.32422 
7.66076 17.8672 13.3403 3.37665 
8.84552 17.8296 3.81085 3.35501 
10.124 17.8574 0 3.34467 
11.3399 17.6807 0 3.35585 
12.5289 17.5593 4.77007 3.34551 
13.7029 17.5784 0 3.30956 
14.9268 17.4062 5.08978 3.33467 
16.0558 17.2503 8.55936 3.33921 
17.1137 17.0778 19.0788 3.34948 
18.1133 17.0107 28.5022 3.33591 
19.1018 16.9819 15.3037 3.32454 
ITEM: TIMESTEP
9500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
2.60207 1.54124 5.33302 3.41553 
3.88453 1.51669 2.27544 3.41059 
5.17447 1.57267 7.08514 3.40464 
6.28954 1.62104 6.14255 3.37281 
7.64894 1.67459 9.20772 3.38137 
8.89957 1.79788 2.30494 3.4 
10.1936 1.90865 4.57996 3.41542 
11.3821 2.02743 3.58049 3.4106 
12.6383 2.06539 3.15403 3.41067 
13.8827 2.23968 6.9589 3.43325 
15.0216 2.34148 12.8805 3.41667 
16.0979 2.47618 14.5448 3.42026 
17.1284 2.46894 12.999 3.38183 
18.2332 2.62755 50.3528 3.36496 
19.1199 2.71635 46.83 3.42236 
2.65527 2.62027 10.0856 3.41065 
3.80889 2.66794 4.52821 3.36626 
5.22071 2.68687 9.51448 3.39729 
6.34639 2.76124 5.68398 3.36478 
7.73707 2.7039 9.20772 3.38788 
9.06364 2.93877 4.95446 3.42085 
10.2805 2.99867 7.72459 3.40821 
11.5692 3.12634 12.5874 3.41731 
12.6867 3.18999 12.1421 3.38579 
14.0038 3.33005 12.2279 3.41772 
15.0917 3.42095 17.0461 3.39372 
16.1379 3.72101 14.1207 3.4057 
17.2635 3.77659 9.49607 3.39251 
18.2836 4.08139 46.0057 3.41043 
19.2243 4.07179 26.5884 3.42641 
2.67015 3.76583 2.49979 3.39898 
3.98705 3.8174 2.27486 3.407 
5.21979 3.8201 2.8879 3.38551 
6.58224 3.9448 4.69214 3.41591 
7.7304 3.89143 2.39336 3.36479 
9.09271 4.07905 31.3451 3.37139 
10.3902 4.11923 7.61343 3.40978 
11.6274 4.20071 8.84379 3.40716 
12.8674 4.25096 8.22388 3.39627 
13.9901 4.45543 9.7285 3.38066 
15.2503 4.56418 9.11013 3.3833 
16.3305 4.77146 15.8697 3.40065 
17.508 4.98307 65.1294 3.32594 
18.37 5.08061 113.652 3.43859 
19.2542 5.27996 39.3672 3.41259 
2.7575 4.95424 0 3.41964 
3.96581 4.97096 5.41199 3.38658 
5.37498 4.99275 2.45809 3.4222 
6.51744 5.09584 8.56222 3.3846 
7.88692 5.14051 2.58004 3.40891 
9.19087 5.00796 28.6956 3.42681 
10.4565 5.21282 4.4688 3.40935 
11.7162 5.32072 13.9555 3.39814 
12.9588 5.44803 6.19153 3.39983 
14.1909 5.54362 13.8297 3.39374 
15.5897 5.65507 16.9567 3.43367 
16.6553 5.84876 35.9211 3.39256 
17.6755 6.07835 42.0537 3.37208 
18.673 6.37835 134.102 3.3085 
19.4803 6.52477 121.266 3.4167 
2.74379 6.22495 7.49691 3.41053 
4.09023 6.09018 3.13713 3.42158 
5.33695 6.17093 3.20739 3.40545 
6.53514 6.20517 9.97715 3.37024 
7.90413 6.28332 6.0717 3.40094 
9.19536 6.20479 0 3.39324 
10.575 6.38733 18.1893 3.42852 
11.8313 6.33406 15.1308 3.42103 
13.129 6.5018 12.406 3.43088 
14.3085 6.5637 41.6995 3.37293 
15.626 6.71249 46.9649 3.39842 
16.7705 6.80916 52.1511 3.38108 
17.8799 7.01402 77.2668 3.35639 
18.9418 7.36601 443.193 2.76026 
19.7108 7.62328 870.55 2.24294 
2.73187 7.27577 14.108 3.39909 
3.97444 7.31995 3.74947 3.37733 
5.35956 7.2949 6.51619 3.40754 
6.67406 7.26381 6.17178 3.41373 
7.97642 7.39786 10.2356 3.41596 
9.30248 7.43418 13.0434 3.42548 
10.4985 7.35821 21.5625 3.38854 
11.7919 7.43014 23.1657 3.38521 
13.2177 7.56523 15.1337 3.43866 
14.4856 7.47166 40.9159 3.44354 
15.6926 7.62035 115.312 3.37198 
16.9909 7.72217 144.988 3.33484 
18.2836 7.83713 396.941 3.25892 
19.2284 8.08191 1054.61 2.28124 
20.0287 8.33502 332.764 4.65606 
2.70938 8.3373 6.61109 3.38943 
4.01919 8.42979 3.74947 3.39148 
5.27101 8.41292 3.3088 3.37396 
6.71539 8.54401 3.24875 3.42503 
7.95679 8.45773 6.74389 3.40433 
9.24444 8.43534 13.0434 3.39883 
10.6652 8.46561 7.53603 3.43025 
11.765 8.40098 22.9206 3.38418 
13.2317 8.60097 11.4308 3.42647 
14.3725 8.49945 11.6215 3.37897 
15.7864 8.46169 77.6665 3.43379 
17.1594 8.51616 117.251 3.4889 
18.3182 8.58789 242.563 3.42486 
19.3566 8.84471 270.094 2.74449 
21.0338 8.85891 73.0418 3.80097 
2.81188 9.73636 0 3.42525 
4.08056 9.89002 2.99261 3.41348 
5.30602 9.66908 0 3.38676 
6.73633 9.66691 3.24875 3.43268 
8.00371 9.64293 0 3.4212 
9.22174 9.80949 2.16825 3.39225 
10.6119 9.83162 0 3.42398 
11.7938 9.80405 0 3.3824 
13.1112 9.81818 0 3.38856 
14.3819 9.73383 0 3.37815 
15.7186 9.78324 0 3.39107 
16.983 9.81362 2.40549 3.37818 
18.2135 9.83438 2.27285 3.35413 
19.671 9.85545 13.4125 3.41023 
20.8575 9.69608 75.4946 3.35427 
2.8002 11.048 0 3.42119 
4.02348 11.0187 2.99261 3.3924 
5.39409 10.9991 0 3.41765 
6.75428 11.0924 2.68394 3.43936 
7.93473 11.0261 0 3.39674 
9.19153 10.967 2.16825 3.38163 
10.5622 11.0127 3.10533 3.40649 
11.8254 11.1329 4.8669 3.39356 
13.2199 11.0067 0 3.42671 
14.4483 11.1104 10.0353 3.40135 
15.7068 11.0034 5.36116 3.38658 
17.094 10.9572 6.94176 3.41871 
18.3054 10.9845 81.3429 3.37405 
19.6844 10.918 583.093 3.64447 
21.086 10.752 105.035 4.13738 
2.74845 12.3368 2.41068 3.40282 
4.0075 12.2455 0 3.38809 
5.18818 12.2567 7.35244 3.34536 
6.5299 12.2096 2.68394 3.36079 
7.92402 12.1911 2.7283 3.39514 
9.27661 12.1948 7.82982 3.41614 
10.5485 12.1396 9.69733 3.40562 
11.8178 12.2211 18.2446 3.39429 
13.0931 12.1735 13.292 3.38646 
14.4556 12.136 30.3092 3.40999 
15.7783 12.0809 62.4444 3.43885 
16.9253 12.0384 101.416 3.40968 
18.4123 11.8273 209.277 3.42213 
19.2813 11.5035 1620.98 2.36695 
20.3921 11.1971 330.007 3.06128 
2.76131 13.4855 8.7041 3.41122 
4.05584 13.4395 0 3.40772 
5.29169 13.3041 7.35244 3.39063 
6.58108 13.3889 9.17002 3.38816 
7.91549 13.3292 4.92893 3.39841 
9.1508 13.2343 7.82982 3.37749 
10.5354 13.2016 9.89061 3.41186 
11.7734 13.2208 21.8943 3.38848 
13.1112 13.1746 18.9947 3.40515 
14.4371 13.1003 35.2962 3.42132 
15.6637 12.9509 81.0801 3.38929 
16.8362 12.8629 181.409 3.39659 
17.9777 12.6098 96.9379 3.3562 
19.1529 12.287 655.95 2.79577 
19.7477 11.8953 1481.51 1.36875 
2.7321 14.5511 6.29342 3.40792 
4.04034 14.6238 10.2166 3.41081 
5.36025 14.5316 2.83519 3.413 
6.48941 14.4183 12.0052 3.37101 
7.86236 14.4846 10.0813 3.39394 
9.22956 14.4289 0 3.41741 
10.5362 14.3234 3.29861 3.42872 
11.733 14.2598 12.0879 3.39866 
13.0065 14.244 15.9693 3.40027 
14.3759 14.0889 18.1121 3.42771 
15.5568 13.8861 26.436 3.4071 
16.7594 13.6959 95.6723 3.31859 
17.8344 13.5015 85.7991 3.3727 
18.7752 13.2382 181.791 3.25467 
19.5415 13.0174 234.237 3.37675 
2.71662 15.7838 0 3.41006 
4.08196 15.647 10.2166 3.43736 
5.27176 15.6919 0 3.40116 
6.455 15.6834 5.55955 3.36491 
7.84675 15.531 7.88069 3.40429 
9.17348 15.6551 14.565 3.41291 
10.3097 15.5416 29.3068 3.39316 
11.5865 15.3651 9.63808 3.38249 
12.8975 15.2618 13.3338 3.39133 
14.1145 15.1856 8.60007 3.39326 
15.4143 15.0549 3.51064 3.41555 
16.5998 14.8632 16.3706 3.40407 
17.5477 14.4685 48.0693 3.41032 
18.4879 14.2861 147.878 3.33311 
19.3025 14.2503 113.072 3.44265 
2.77295 17.0087 3.88291 3.43743 
3.99352 16.905 3.23411 3.41865 
5.23164 16.8722 0 3.40001 
6.5438 16.7565 5.55955 3.41502 
7.77753 16.7999 15.0285 3.40411 
8.99467 16.6496 16.4115 3.37221 
10.3258 16.4818 26.6959 3.39194 
11.6145 16.4339 12.0468 3.41515 
12.7234 16.3763 12.3332 3.39399 
13.9177 16.245 5.51024 3.37271 
15.223 16.1548 11.3415 3.39161 
16.2807 15.9199 15.9648 3.39515 
17.3272 15.7521 13.4885 3.40541 
18.4044 15.5361 73.8766 3.37318 
19.2559 15.4456 69.5608 3.45609 
2.60651 18.1039 3.88291 3.39803 
3.97358 18.0284 3.23411 3.42979 
5.18374 18.0557 0 3.39857 
6.41957 17.9814 0 3.38853 
7.81238 17.7898 15.0285 3.43189 
8.99238 17.7454 4.45748 3.41512 
10.2668 17.7673 0 3.40702 
11.4774 17.5819 2.21365 3.41686 
12.6593 17.4521 5.49965 3.40561 
13.8235 17.4627 0 3.37527 
15.0369 17.2789 5.80596 3.39538 
16.151 17.1112 10.2582 3.40039 
17.1898 16.9269 24.1957 3.40851 
18.1664 16.8509 37.5852 3.39876 
19.1291 16.8162 20.5298 3.3911 
ITEM: TIMESTEP
10000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_ps v_speed 
2.76141 1.6064 5.94848 3.46963 
4.04206 1.58561 2.57635 3.4662 
5.32973 1.64573 7.69698 3.45819 
6.44102 1.69862 6.6373 3.43365 
7.79834 1.75671 10.2828 3.43665 
9.04555 1.88775 2.59756 3.45615 
10.3358 2.00552 5.21503 3.46912 
11.5183 2.13232 4.04063 3.46494 
12.7675 2.17876 3.64089 3.46532 
14.0034 2.36346 7.87701 3.48363 
15.1298 2.47528 14.7642 3.46794 
16.1907 2.62143 17.7012 3.47388 
17.2026 2.62261 16.5851 3.44227 
18.2784 2.79089 59.4688 3.41205 
19.1507 2.88636 54.6356 3.48792 
2.818 2.67581 11.1179 3.46623 
3.96844 2.72629 7.19226 3.42783 
5.38024 2.74921 10.4984 3.45311 
6.5026 2.8279 6.13894 3.42775 
7.89212 2.77589 10.2828 3.44935 
9.21725 3.01713 5.83714 3.47596 
10.4299 3.0837 8.88486 3.46506 
11.7143 3.21908 14.2788 3.47019 
12.8247 3.29057 13.7079 3.44461 
14.1343 3.44241 14.0384 3.47138 
15.2106 3.54409 19.2034 3.45249 
16.2434 3.85643 16.1743 3.45972 
17.3483 3.9251 12.0311 3.44807 
18.3429 4.24243 60.3723 3.45259 
19.2563 4.24159 36.3531 3.48429 
2.83564 3.8105 2.83504 3.45662 
4.15208 3.86509 4.88393 3.46344 
5.38282 3.87096 3.29977 3.44454 
6.74524 4.00022 5.1803 3.46976 
7.88977 3.95004 2.50051 3.42657 
9.25127 4.13995 34.1547 3.42185 
10.5468 4.19014 8.96259 3.46556 
11.7802 4.27931 10.5168 3.4644 
13.0149 4.33799 9.19124 3.45468 
14.1308 4.55186 11.3302 3.44035 
15.3817 4.67305 10.3111 3.43921 
16.4497 4.89493 19.0091 3.46139 
17.6 5.12252 80.0229 3.35359 
18.4467 5.23641 141.747 3.50585 
19.2945 5.44758 57.0987 3.48349 
2.92646 4.98845 0 3.47487 
4.13275 5.00712 6.16903 3.44458 
5.54295 5.03188 2.52348 3.47572 
6.68285 5.13819 9.66865 3.44424 
8.05244 5.18677 3.05084 3.46469 
9.35527 5.06166 30.9151 3.49035 
10.6191 5.26871 5.29276 3.46674 
11.8764 5.3815 16.8413 3.4527 
13.1158 5.51685 7.61591 3.45452 
14.3432 5.6216 17.7002 3.44881 
15.7363 5.7467 21.9774 3.48235 
16.7905 5.95321 46.3099 3.43864 
17.7936 6.20028 56.2554 3.41801 
18.7544 6.52229 197.702 3.29982 
19.5283 6.69027 187.732 3.47272 
2.91415 6.24821 8.55085 3.46597 
4.26095 6.11478 3.56659 3.47713 
5.50659 6.19744 3.7259 3.46166 
6.70274 6.23368 11.6196 3.42938 
8.07265 6.3151 7.22269 3.4577 
9.36305 6.23894 0 3.45098 
10.7438 6.42402 21.5976 3.48102 
11.9981 6.3779 18.679 3.47833 
13.2948 6.55098 15.7272 3.4853 
14.4699 6.61693 51.9438 3.42282 
15.785 6.77559 66.6224 3.44103 
16.9213 6.88831 78.831 3.43081 
18.0177 7.11173 123.609 3.39711 
19.0359 7.4632 774.536 2.6449 
19.7439 7.70426 784.795 1.55997 
2.90287 7.28764 16.1278 3.45636 
4.14435 7.33248 4.30435 3.43631 
5.53083 7.30847 7.57577 3.46413 
6.84552 7.27891 7.15424 3.47046 
8.14787 7.41406 12.1779 3.47156 
9.47432 7.451 15.4361 3.47978 
10.668 7.37994 25.8493 3.44676 
11.9614 7.45063 28.7631 3.44261 
13.3891 7.59077 19.622 3.49204 
14.6562 7.50484 52.0386 3.50594 
15.8598 7.65022 150.176 3.42009 
17.1551 7.75489 185.819 3.36374 
18.4386 7.87926 660.848 3.14422 
19.2777 8.19231 963.707 2.56925 
20.2059 8.60557 85.8327 6.77267 
2.88032 8.33736 7.57692 3.44742 
4.19024 8.43037 4.30435 3.44951 
5.44121 8.41331 3.84987 3.43337 
6.88803 8.54509 3.32423 3.47969 
8.12844 8.45908 8.00601 3.46097 
9.41581 8.43745 15.4361 3.45559 
10.838 8.46663 8.52173 3.48224 
11.9357 8.40377 27.2513 3.44522 
13.4044 8.60436 14.082 3.47971 
14.5429 8.50115 15.6321 3.43882 
15.9594 8.47229 95.7012 3.4996 
17.3352 8.53072 138.879 3.56718 
18.4894 8.61449 328.86 3.50465 
19.4105 8.97163 233.364 2.77039 
21.2211 8.89356 100.426 3.81921 
2.98453 9.73614 0 3.47995 
4.25265 9.89193 3.06108 3.46935 
5.47684 9.66773 0 3.44511 
6.90934 9.66601 3.32423 3.4867 
8.17616 9.64114 0 3.47627 
9.39282 9.8104 2.22462 3.45011 
10.7844 9.83298 0 3.47879 
11.9644 9.80496 0 3.44117 
13.2821 9.81932 0 3.44674 
14.5523 9.73356 0 3.43733 
15.8896 9.7838 0 3.44902 
17.1534 9.81445 2.46803 3.43721 
18.3827 9.83571 2.55942 3.41546 
19.843 9.85697 28.0175 3.46909 
21.0264 9.70076 101.907 3.40156 
2.97266 11.0479 0 3.47628 
4.19457 11.0187 3.06108 3.45013 
5.56637 10.9983 0 3.47307 
6.92761 11.0929 2.97711 3.49305 
8.10602 11.0257 2.2471 3.45416 
9.36211 10.9657 2.22462 3.44043 
10.734 11.0119 3.58694 3.463 
11.9965 11.1338 5.85296 3.45128 
13.3926 11.006 2.18148 3.48129 
14.6198 11.1104 12.6305 3.45827 
15.8776 11.0022 7.36528 3.44471 
17.2664 10.9556 9.29404 3.47474 
18.4751 10.9756 142.011 3.41854 
19.8611 10.8664 556.106 3.67891 
21.2888 10.706 70.6637 4.17544 
2.9199 12.33 2.77596 3.45969 
4.1782 12.2374 0 3.44632 
5.35677 12.2473 8.44903 3.40743 
6.69921 12.2002 2.97711 3.4212 
8.09491 12.1804 5.49633 3.45278 
9.44841 12.1824 9.29451 3.47278 
10.7198 12.1264 11.7042 3.46242 
11.9884 12.2061 22.5612 3.453 
13.263 12.156 19.2522 3.44569 
14.6264 12.116 39.9966 3.46765 
15.9495 12.0522 79.6632 3.50487 
17.0937 12.0005 142.807 3.49683 
18.5797 11.7934 425.183 3.3946 
19.2877 11.3748 1308.64 2.84216 
20.529 11.1222 404.632 3.21224 
2.93225 13.4665 9.89274 3.4677 
4.2265 13.4195 0 3.46408 
5.46132 13.2825 8.44903 3.44848 
6.75024 13.3644 10.5153 3.4479 
8.08492 13.3035 5.87979 3.45566 
9.31886 13.2065 9.29451 3.43515 
10.7045 13.1702 12.1792 3.46731 
11.9408 13.1862 27.3638 3.44566 
13.2783 13.1353 24.4335 3.46091 
14.6032 13.0539 46.9312 3.47545 
15.8263 12.8992 105.583 3.43577 
16.9929 12.7941 238.441 3.44464 
18.1242 12.5255 150.112 3.39925 
19.2476 12.2063 2139.91 1.99731 
19.6971 11.8512 2525.04 0.855678 
2.90132 14.5215 7.11678 3.46341 
4.20915 14.5908 11.4965 3.46798 
5.52876 14.4969 5.23099 3.4674 
6.65546 14.3816 13.4249 3.43061 
8.02851 14.4433 11.7676 3.45264 
9.396 14.3845 0 3.47285 
10.7019 14.2741 4.062 3.48245 
11.8956 14.2056 14.9932 3.45472 
13.1664 14.1818 19.7326 3.45897 
14.5338 14.019 23.3296 3.47784 
15.7086 13.8064 38.0188 3.45074 
16.9015 13.6095 119.964 3.33198 
17.9594 13.3872 124.234 3.40138 
18.862 13.1012 264.489 3.225 
19.5924 12.8571 463.117 3.32558 
2.88369 15.7433 0 3.4662 
4.24969 15.6038 11.4965 3.48938 
5.4368 15.6453 2.32133 3.45784 
6.61717 15.6331 6.39101 3.42617 
8.00961 15.4769 9.13708 3.45914 
9.33475 15.595 16.1344 3.47164 
10.4669 15.4734 32.1131 3.46023 
11.7411 15.2929 11.5718 3.44164 
13.0489 15.1824 16.016 3.44623 
